"Year","Chapter","IsChp","Article","Art","FS23X1","FS23X2","FS23X3","FS23X4","FS23X5","FS23X6","FS23X7","FS23X8","FS23X9"
2018,"I",TRUE,"Злочини проти основ національної безпеки України (р. І КК України)",NA,19,1,0,0,0,0,0,6,2
2018,"I",FALSE,"Дії, спрямовані на насильницьку зміну чи повалення конституційного ладу або на захоплення державної влади, ст.109","109",0,0,0,0,0,0,0,0,0
2018,"I",FALSE,"Посягання на територіальну цілісність і недоторканість України, ст.110","110",10,0,0,0,0,0,0,0,0
2018,"I",FALSE,"Фінансування дій, вчинених з метою насильницької зміни чи повалення конституційного ладу або захоплення державної влади, зміни меж території або державного кордону України, ст.110-2","110-2",4,1,0,0,0,0,0,1,0
2018,"I",FALSE,"Державна зрада, ст.111","111",2,0,0,0,0,0,0,3,1
2018,"I",FALSE,"Посягання на життя державного чи громадського діяча, ст.112","112",0,0,0,0,0,0,0,0,0
2018,"I",FALSE,"Диверсія, ст.113","113",3,0,0,0,0,0,0,3,1
2018,"I",FALSE,"Шпигунство, ст.114","114",0,0,0,0,0,0,0,0,0
2018,"I",FALSE,"Перешкоджання законній діяльності Збройних Сил України та інших військових формувань, ст.114-1","114-1",0,0,0,0,0,0,0,0,0
2018,"II",TRUE,"Злочини проти життя та здоров'я особи (р. ІІ КК України)",NA,471,16,0,60,21,3914,22,3305,1719
2018,"II",FALSE,"Умисне вбивство, ст.115","115",114,10,0,14,4,482,11,280,163
2018,"II",FALSE,"Умисне вбивство при перевищенні меж необхідної оборони або у разі перевищення заходів, необхідних для затримання злочинця, ст.118","118",0,0,0,0,0,5,0,0,0
2018,"II",FALSE,"Умисне тяжке тілесне ушкодження, ст.121","121",94,1,0,14,0,721,4,415,260
2018,"II",FALSE,"Умисне середньої тяжкості тілесне ушкодження, ст.122","122",67,0,0,10,4,291,0,285,152
2018,"III",TRUE,"Злочини проти волі, честі та гідності особи (р. IІІ КК України)",NA,152,21,2,13,1,35,0,56,40
2018,"III",FALSE,"Незаконне позбавлення волі або викрадення людини, ст.146","146",138,19,2,13,1,34,0,52,37
2018,"III",FALSE,"Захоплення заручників, ст.147","147",1,0,0,0,0,1,0,1,1
2018,"III",FALSE,"Торгівля людьми або інша незаконна угода щодо людини , ст.149","149",14,2,0,0,0,0,0,4,3
2018,"IV",TRUE,"Злочини проти статевої свободи та статевої недоторканості особи  (р. IV КК України)",NA,18,0,0,2,0,95,2,94,66
2018,"IV",FALSE,"Згвалтування, ст.152","152",15,0,0,2,0,61,1,69,51
2018,"IV",FALSE,"Насильницьке задоволення статевої пристрасті неприродним способом, ст.153","153",6,0,0,0,0,34,1,36,26
2018,"IV",FALSE,"Розбещення неповнолітніх, ст.156","156",0,0,0,0,0,15,1,12,5
2018,"V",TRUE,"Злочини проти виборчих, трудових та інших особистих прав і свобод людини  і громадянина (р. V КК України)",NA,142,12,0,13,5,215,1,668,395
2018,"V",FALSE,"Порушення рівноправності громадян залежно від їх расової, національної належності, релігійних переконань, інвалідності та за іншими ознаками, ст.161","161",2,0,0,0,0,0,0,0,0
2018,"V",FALSE,"Ухилення від сплати аліментів на утримання дітей, ст.164","164",0,0,0,0,0,0,0,184,98
2018,"V",FALSE,"Перешкоджання законній професійній діяльності журналістів, ст.171","171",6,0,0,0,0,0,0,1,0
2018,"V",FALSE,"Невиплата заробітної плати, стипендії, пенсії чи інших установлених законом виплат, ст.175","175",0,0,0,0,0,0,0,0,0
2018,"V",FALSE,"Порушення авторського права і суміжних прав, ст.176","176",2,0,0,0,0,0,0,0,0
2018,"V",FALSE,"Порушення прав на винахід, корисну модель, промисловий зразок, топографію інтегральной мікросхеми, сорт рослин, раціоналізаторську пропозицію, ст.177","177",3,0,0,0,0,0,0,0,0
2018,"VI",TRUE,"Злочини проти власності (р. VІ КК України)",NA,7396,112,17,841,563,4254,30,26677,18273
2018,"VI",FALSE,"Крадіжка, ст.185","185",5750,53,0,652,493,3265,20,22635,15418
2018,"VI",FALSE,"Грабіж, ст.186","186",859,13,0,96,56,716,8,2690,1954
2018,"VI",FALSE,"Розбій, ст.187","187",571,34,2,89,28,230,4,647,493
2018,"VI",FALSE,"Вимагання, ст.189","189",111,18,7,0,0,8,2,45,35
2018,"VI",FALSE,"Шахрайство, ст.190","190",193,14,8,16,2,117,1,1327,914
2018,"VI",FALSE,"Привласнення, розтрата майна або заволодіння ним шляхом зловживання службовим становищем, ст.191","191",92,7,0,0,0,2,0,54,13
2018,"VI",FALSE,"Умисне знищення або пошкодження майна, ст.194","194",13,0,0,2,2,25,0,26,17
2018,"VI",FALSE,"Самовільне зайняття земельної ділянки та самовільне будівництво, ст.197-1","197-1",3,0,0,0,0,0,0,6,3
