"Year","Chapter","IsChp","Article","Art","FS23X1","FS23X2","FS23X3","FS23X4","FS23X5","FS23X6","FS23X7","FS23X8","FS23X9"
2020,"I",TRUE,"Злочини проти основ національної безпеки України (р. І Кримінального кодексу України )",NA,12,1,0,0,0,0,0,5,5
2020,"I",FALSE,"Дії, спрямовані на насильницьку зміну чи повалення конституційного ладу або на захоплення державної влади, ст. 109","109",0,0,0,0,0,0,0,0,0
2020,"I",FALSE,"Посягання на територіальну цілісність і недоторканість України, ст. 110","110",11,0,0,0,0,0,0,1,1
2020,"I",FALSE,"Фінансування дій, вчинених з метою насильницької зміни чи повалення конституційного ладу або захоплення державної влади, зміни меж території або державного кордону України, ст. 110-2","110-2",0,0,0,0,0,0,0,0,0
2020,"I",FALSE,"Державна зрада, ст. 111","111",0,0,0,0,0,0,0,4,4
2020,"I",FALSE,"Посягання на життя державного чи громадського діяча, ст. 112","112",0,0,0,0,0,0,0,0,0
2020,"I",FALSE,"Диверсія, ст. 113","113",1,1,0,0,0,0,0,0,0
2020,"I",FALSE,"Шпигунство, ст. 114","114",0,0,0,0,0,0,0,0,0
2020,"I",FALSE,"Перешкоджання законній діяльності Збройних Сил України та інших військових формувань, ст. 114-1","114-1",0,0,0,0,0,0,0,0,0
2020,"II",TRUE,"Кримінальні правопорушення проти життя та здоров'я особи (р. ІІ Кримінального кодексу України )",NA,423,6,2,54,34,3941,18,3651,1934
2020,"II",FALSE,"Умисне вбивство, ст. 115","115",53,2,2,8,4,447,9,241,143
2020,"II",FALSE,"Умисне вбивство при перевищенні меж необхідної оборони або у разі перевищення заходів, необхідних для затримання злочинця, ст. 118","118",0,0,0,0,0,7,0,2,1
2020,"II",FALSE,"Умисне тяжке тілесне ушкодження, ст. 121","121",74,3,0,7,2,526,2,296,177
2020,"II",FALSE,"Умисне середньої тяжкості тілесне ушкодження, ст. 122","122",68,0,0,9,6,289,2,285,154
2020,"II",FALSE,"Домашнє насильство, ст. 126-1","126-1",1,0,0,0,0,464,0,440,251
2020,"III",TRUE,"Кримінальні правопорушення проти волі, честі та гідності особи (р. IІІ Кримінального кодексу України )",NA,170,36,0,11,3,32,2,51,25
2020,"III",FALSE,"Незаконне позбавлення волі або викрадення людини, ст. 146","146",164,33,0,11,3,32,2,51,25
2020,"III",FALSE,"Насильницьке зникнення, ст. 146-1","146-1",0,0,0,0,0,0,0,0,0
2020,"III",FALSE,"Захоплення заручників, ст. 147","147",2,0,0,0,0,0,0,0,0
2020,"III",FALSE,"Торгівля людьми, ст. 149","149",4,3,0,0,0,0,0,0,0
2020,"IV",TRUE,"Кримінальні правопорушення проти статевої свободи та статевої недоторканості особи (р. IV Кримінального кодексу України )",NA,24,0,0,3,7,107,5,100,66
2020,"IV",FALSE,"Згвалтування, ст. 152","152",22,0,0,3,7,85,5,82,53
2020,"IV",FALSE,"Сексуальне насильство, ст. 153","153",0,0,0,0,0,13,0,12,11
2020,"IV",FALSE,"Розбещення неповнолітніх, ст. 156","156",2,0,0,0,0,11,0,7,4
2020,"V",TRUE,"Кримінальні правопорушення проти виборчих, трудових та інших особистих прав і свобод людини  і громадянина (р. V Кримінального кодексу України )",NA,146,3,0,9,2,286,2,663,403
2020,"V",FALSE,"Порушення рівноправності громадян залежно від їх расової, національної належності, релігійних переконань, інвалідності та за іншими ознаками, ст. 161","161",0,0,0,0,0,0,0,1,0
2020,"V",FALSE,"Ухилення від сплати аліментів на утримання дітей, ст. 164*","164",0,0,0,0,0,1,0,151,83
2020,"V",FALSE,"Перешкоджання законній професійній діяльності журналістів, ст. 171*","171",0,0,0,0,0,0,0,0,0
2020,"V",FALSE,"Невиплата заробітної плати, стипендії, пенсії чи інших установлених  законом виплат, ст. 175","175",0,0,0,0,0,0,0,0,0
2020,"V",FALSE,"Порушення авторського права і суміжних прав, ст. 176","176",1,0,0,0,0,0,0,1,1
2020,"V",FALSE,"Порушення прав на винахід, корисну модель, промисловий зразок, топографію інтегральной мікросхеми, сорт рослин, раціоналізаторську пропозицію, ст. 177","177",0,0,0,0,0,0,0,0,0
2020,"VI",TRUE,"Кримінальні правопорушення проти власності (р. VІ Кримінального кодексу України )",NA,5077,178,32,457,409,2721,17,20060,13882
2020,"VI",FALSE,"Крадіжка, ст. 185","185",3563,26,0,328,310,1996,6,16767,11609
2020,"VI",FALSE,"Грабіж, ст. 186","186",746,5,3,78,92,492,9,2057,1499
2020,"VI",FALSE,"Розбій, ст. 187","187",477,62,7,58,18,185,3,473,333
2020,"VI",FALSE,"Вимагання, ст. 189","189",189,58,12,2,1,4,0,62,33
2020,"VI",FALSE,"Шахрайство, ст. 190","190",179,43,10,4,2,73,0,1197,831
2020,"VI",FALSE,"Привласнення, розтрата майна або заволодіння ним шляхом зловживання службовим становищем, ст. 191","191",82,19,7,0,0,1,0,57,12
2020,"VI",FALSE,"Умисне знищення або пошкодження майна, ст. 194","194",25,3,0,3,0,38,0,30,16
2020,"VI",FALSE,"Самовільне зайняття земельної ділянки та самовільне будівництво, ст. 197-1","197-1",2,0,0,0,0,0,0,17,11
2020,"VII",TRUE,"Кримінальні правопорушення у сфері господарської діяльності (р. VІІ Кримінального кодексу України )",NA,132,69,12,1,0,0,0,88,40
2020,"VII",FALSE,"Виготовлення, зберігання, придбання, перевезення, пересилання, ввезення в Україну з метою використання при продажу товарів, збуту або збут підроблених грошей, державних цінних паперів, білетів державної лотереї, марок акцизного податку чи голографічних захисних елементів, ст. 199","199",12,9,4,0,0,0,0,8,5
2020,"VII",FALSE,"Незаконні дії з документами на переказ, платіжними картками та іншими засобами доступу до банківських рахунків, електронними грошима, обладнанням для їх виготовлення, ст. 200","200",4,0,0,1,0,0,0,7,4
2020,"VII",FALSE,"Зайняття гральним бізнесом, ст. 203-2","203-2",17,13,0,0,0,0,0,4,2
2020,"VII",FALSE,"Незаконне виготовлення, зберігання, збут або транспортування з метою збуту підакцизних  товарів, ст. 204","204",45,43,10,0,0,0,0,5,0
2020,"VII",FALSE,"Підроблення документів, які подаються для проведення державної реєстрації юридичної особи та фізичних осіб-підприємців, ст. 205-1","205-1",29,0,0,0,0,0,0,15,2
