"Year","Chapter","IsChp","Article","Art","FS27X1","FS27X2","FS27X3","FS27X4","FS27X5","FS27X6","FS27X7","FS27X8"
2019,"I",TRUE,"Злочини проти основ національної безпеки України (р. І КК України)",NA,0,0,0,0,0,0,0,0
2019,"I",FALSE,"Дії, спрямовані на насильницьку зміну чи повалення конституційного ладу або на захоплення державної влади, ст.109","109",0,0,0,0,0,0,0,0
2019,"I",FALSE,"Посягання на територіальну цілісність і недоторканість України, ст.110","110",0,0,0,0,0,0,0,0
2019,"I",FALSE,"Фінансування дій, вчинених з метою насильницької зміни чи повалення конституційного ладу або захоплення державної влади, зміни меж території або державного кордону України, ст.110-2","110-2",0,0,0,0,0,0,0,0
2019,"I",FALSE,"Державна зрада, ст.111","111",0,0,0,0,0,0,0,0
2019,"I",FALSE,"Посягання на життя державного чи громадського діяча, ст.112","112",0,0,0,0,0,0,0,0
2019,"I",FALSE,"Диверсія, ст.113","113",0,0,0,0,0,0,0,0
2019,"I",FALSE,"Шпигунство, ст.114","114",0,0,0,0,0,0,0,0
2019,"I",FALSE,"Перешкоджання законній діяльності Збройних Сил України та інших військових  формувань, ст.114-1","114-1",0,0,0,0,0,0,0,0
2019,"II",TRUE,"Злочини проти життя та здоров'я особи (р. ІІ КК України)",NA,0,0,0,0,0,0,0,0
2019,"II",FALSE,"Умисне вбивство, ст.115","115",0,0,0,0,0,0,0,0
2019,"II",FALSE,"Умисне вбивство при перевищенні меж необхідної оборони або у разі перевищення заходів, необхідних для затримання злочинця, ст.118","118",0,0,0,0,0,0,0,0
2019,"II",FALSE,"Умисне тяжке тілесне ушкодження, ст.121","121",0,0,0,0,0,0,0,0
2019,"II",FALSE,"Умисне середньої тяжкості тілесне ушкодження, ст.122","122",0,0,0,0,0,0,0,0
2019,"III",TRUE,"Злочини проти волі, честі та гідності особи (р. IІІ КК України)",NA,0,0,0,0,0,0,0,0
2019,"III",FALSE,"Незаконне позбавлення волі або викрадення людини, ст.146","146",0,0,0,0,0,0,0,0
2019,"III",FALSE,"Захоплення заручників, ст.147","147",0,0,0,0,0,0,0,0
2019,"III",FALSE,"Торгівля людьми або інша незаконна угода щодо людини, ст.149","149",0,0,0,0,0,0,0,0
2019,"IV",TRUE,"Злочини проти статевої свободи та статевої недоторканості особи (р. IV КК України)",NA,0,0,0,0,0,0,0,0
2019,"IV",FALSE,"Згвалтування, ст.152","152",0,0,0,0,0,0,0,0
2019,"IV",FALSE,"Насильницьке задоволення статевої пристрасті неприродним способом, ст.153","153",0,0,0,0,0,0,0,0
2019,"IV",FALSE,"Розбещення неповнолітніх, ст.156","156",0,0,0,0,0,0,0,0
2019,"V",TRUE,"Злочини проти виборчих, трудових та інших особистих прав і свобод людини  і громадянина (р. V КК України)",NA,0,0,0,0,0,0,0,0
2019,"V",FALSE,"Порушення рівноправності громадян залежно від їх расової, національної належності, релігійних переконань, інвалідності та за іншими ознаками, ст.161","161",0,0,0,0,0,0,0,0
2019,"V",FALSE,"Ухилення від сплати аліментів на утримання дітей, ст.164","164",0,0,0,0,0,0,0,0
2019,"V",FALSE,"Невиплата заробітної плати, стипендії, пенсії чи інших установлених законом виплат, ст.175","175",0,0,0,0,0,0,0,0
2019,"V",FALSE,"Порушення авторського права і суміжних прав, ст.176","176",0,0,0,0,0,0,0,0
2019,"V",FALSE,"Порушення прав на винахід, корисну модель, промисловий зразок, топографію інтегральной мікросхеми, сорт рослин, раціоналізаторську пропозицію, ст.177","177",0,0,0,0,0,0,0,0
2019,"VI",TRUE,"Злочини проти власності (р. VІ КК України)",NA,0,0,0,0,0,0,0,0
2019,"VI",FALSE,"Крадіжка, ст.185","185",0,0,0,0,0,0,0,0
2019,"VI",FALSE,"Грабіж, ст.186","186",0,0,0,0,0,0,0,0
2019,"VI",FALSE,"Розбій, ст.187","187",0,0,0,0,0,0,0,0
2019,"VI",FALSE,"Вимагання, ст.189","189",0,0,0,0,0,0,0,0
2019,"VI",FALSE,"Шахрайство, ст.190","190",0,0,0,0,0,0,0,0
2019,"VI",FALSE,"Привласнення, розтрата майна або заволодіння ним шляхом зловживання службовим становищем, ст.191","191",0,0,0,0,0,0,0,0
2019,"VI",FALSE,"Умисне знищення або пошкодження майна, ст.194","194",0,0,0,0,0,0,0,0
2019,"VII",TRUE,"Злочини у сфері господарської діяльності (р. VІІ КК України)",NA,0,0,0,0,0,0,0,0
2019,"VII",FALSE,"Виготовлення, зберігання, придбання, перевезення, пересилання, ввезення в Україну з метою використання при продажу товарів, збуту або збут підроблених грошей, державних цінних паперів, білетів державної лотереї, марок акцизного податку чи голографічних захисних елементів, ст.199","199",0,0,0,0,0,0,0,0
2019,"VII",FALSE,"Незаконні дії з документами на переказ, платіжними картками та іншими засобами доступу до банківських рахунків, електронними грошима, обладнанням для їх виготовлення, ст.200","200",0,0,0,0,0,0,0,0
2019,"VII",FALSE,"Незаконне виготовлення, зберігання, збут або транспортування з метою збуту підакцизних  товарів, ст.204","204",0,0,0,0,0,0,0,0
2019,"VII",FALSE,"Фіктивне підприємництво, ст.205","205",0,0,0,0,0,0,0,0
2019,"VII",FALSE,"Підроблення документів, які подаються для проведення державної реєстрації юридичної особи та фізичних осіб-підприємців, ст.205-1","205-1",0,0,0,0,0,0,0,0
2019,"VII",FALSE,"Протиправне заволодіння майном підприємства, установи, організації, ст.206-2","206-2",0,0,0,0,0,0,0,0
2019,"VII",FALSE,"Легалізація (відмивання) доходів, одержаних злочинним шляхом, ст.209","209",0,0,0,0,0,0,0,0
2019,"VII",FALSE,"Нецільове використання бюджетних коштів, здійснення видатків бюджету чи надання кредитів з бюджету без встановлених бюджетних призначень або з їх перевищенням, ст.210","210",0,0,0,0,0,0,0,0
2019,"VII",FALSE,"Видання нормативно-правових актів, що зменшують надходження бюджету або збільшують витрати бюджету всупереч закону, ст.211","211",0,0,0,0,0,0,0,0
2019,"VII",FALSE,"Порушення порядку здійснення операцій з металобрухтом, ст.213","213",0,0,0,0,0,0,0,0
2019,"VII",FALSE,"Шахрайство з фінансовими ресурсами, ст.222","222",0,0,0,0,0,0,0,0
2019,"VII",FALSE,"Підроблення документів, які подаються для реєстрації випуску цінних паперів, ст.223-1","223-1",0,0,0,0,0,0,0,0
2019,"VII",FALSE,"Незаконна приватизація державного, комунального майна, ст.233","233",0,0,0,0,0,0,0,0
2019,"VIII",TRUE,"Злочини проти довкілля (р. VІІІ КК України)",NA,0,0,0,0,0,0,0,0
