"Year","Chapter","IsChp","Article","Art","FS23X1","FS23X2","FS23X3","FS23X4","FS23X5","FS23X6","FS23X7","FS23X8","FS23X9"
2021,"I",TRUE,"Злочини проти основ національної безпеки України (р. І Кримінального кодексу України )",NA,160,12,0,0,0,0,0,8,3
2021,"I",FALSE,"Дії, спрямовані на насильницьку зміну чи повалення конституційного ладу або на захоплення державної влади, ст. 109","109",10,8,0,0,0,0,0,0,0
2021,"I",FALSE,"Посягання на територіальну цілісність і недоторканість України, ст. 110","110",151,8,0,0,0,0,0,6,2
2021,"I",FALSE,"Фінансування дій, вчинених з метою насильницької зміни чи повалення конституційного ладу або захоплення державної влади, зміни меж території або державного кордону України, ст. 110-2","110-2",5,4,0,0,0,0,0,1,0
2021,"I",FALSE,"Державна зрада, ст. 111","111",13,7,0,0,0,0,0,1,1
2021,"I",FALSE,"Посягання на життя державного чи громадського діяча, ст. 112","112",0,0,0,0,0,0,0,0,0
2021,"I",FALSE,"Диверсія, ст. 113","113",0,0,0,0,0,0,0,1,1
2021,"I",FALSE,"Шпигунство, ст. 114","114",0,0,0,0,0,0,0,0,0
2021,"I",FALSE,"Перешкоджання законній діяльності Збройних Сил України та інших військових формувань, ст. 114-1","114-1",0,0,0,0,0,0,0,0,0
2021,"II",TRUE,"Кримінальні правопорушення проти життя та здоров'я особи (р. ІІ Кримінального кодексу України )",NA,302,69,25,19,10,517,7,415,219
2021,"II",FALSE,"Умисне вбивство, ст. 115","115",97,33,0,3,2,139,5,79,39
2021,"II",FALSE,"Умисне вбивство при перевищенні меж необхідної оборони або у разі перевищення заходів, необхідних для затримання злочинця, ст. 118","118",0,0,0,0,0,0,0,0,0
2021,"II",FALSE,"Умисне тяжке тілесне ушкодження, ст. 121","121",70,3,2,9,2,135,1,83,53
2021,"II",FALSE,"Умисне середньої тяжкості тілесне ушкодження, ст. 122","122",46,3,0,3,4,39,0,47,26
2021,"II",FALSE,"Домашнє насильство, ст. 126-1","126-1",0,0,0,0,0,37,0,34,19
2021,"III",TRUE,"Кримінальні правопорушення проти волі, честі та гідності особи (р. IІІ Кримінального кодексу України )",NA,248,133,40,8,0,8,0,38,17
2021,"III",FALSE,"Незаконне позбавлення волі або викрадення людини, ст. 146","146",208,109,40,8,0,8,0,32,13
2021,"III",FALSE,"Насильницьке зникнення, ст. 146-1","146-1",0,0,0,0,0,0,0,0,0
2021,"III",FALSE,"Захоплення заручників, ст. 147","147",1,0,0,0,0,0,0,2,2
2021,"III",FALSE,"Торгівля людьми, ст. 149","149",39,24,0,0,0,0,0,4,2
2021,"IV",TRUE,"Кримінальні правопорушення проти статевої свободи та статевої недоторканості особи (р. IV Кримінального кодексу України )",NA,15,4,0,0,3,26,1,26,19
2021,"IV",FALSE,"Згвалтування, ст. 152","152",11,4,0,0,3,21,0,22,15
2021,"IV",FALSE,"Сексуальне насильство, ст. 153","153",5,1,0,0,0,5,1,3,0
2021,"IV",FALSE,"Розбещення неповнолітніх, ст. 156","156",5,4,0,0,0,1,0,6,4
