"Year","Chapter","IsChp","Article","Art","FS23X1","FS23X2","FS23X3","FS23X4","FS23X5","FS23X6","FS23X7","FS23X8","FS23X9"
2024,"I",TRUE,"Кримінальні правопорушення проти основ національної безпеки України (р. І Кримінального кодексу України )",NA,380,90,0,0,0,0,0,66,24
2024,"I",FALSE,"Дії, спрямовані на насильницьку зміну чи повалення конституційного ладу або на захоплення державної влади, ст. 109","109",0,0,0,0,0,0,0,1,0
2024,"I",FALSE,"Посягання на територіальну цілісність і недоторканість України, ст. 110","110",34,0,0,0,0,0,0,3,0
2024,"I",FALSE,"Фінансування дій, вчинених з метою насильницької зміни чи повалення конституційного ладу або захоплення державної влади, зміни меж території або державного кордону України, ст. 110-2","110-2",4,0,0,0,0,0,0,1,0
2024,"I",FALSE,"Державна зрада, ст. 111","111",102,15,0,0,0,0,0,29,13
2024,"I",FALSE,"Колабораційна діяльність, ст.111-1","111-1",199,44,0,0,0,0,0,36,16
2024,"I",FALSE,"Пособництво державі-агресору, ст.111-2","111-2",75,36,0,0,0,0,0,9,4
2024,"I",FALSE,"Посягання на життя державного чи громадського діяча, ст. 112","112",0,0,0,0,0,0,0,0,0
2024,"I",FALSE,"Диверсія, ст. 113","113",2,0,0,0,0,0,0,0,0
2024,"I",FALSE,"Шпигунство, ст. 114","114",0,0,0,0,0,0,0,0,0
2024,"I",FALSE,"Перешкоджання законній діяльності Збройних Сил України та інших військових формувань, ст. 114-1","114-1",29,9,0,0,0,0,0,1,0
2024,"I",FALSE,"Несанкціоноване поширення інформації про направлення, переміщення зброї, озброєння та бойових припасів в Україну, рух, переміщення або розміщення Збройних Сил України чи інших утворених відповідно до законів України військових формувань, вчинене в умовах воєнного або надзвичайного стану, ст.114-2","114-2",4,0,0,0,0,0,0,2,1
2024,"II",TRUE,"Кримінальні правопорушення проти життя та здоров'я особи (р. ІІ Кримінального кодексу України )",NA,136,21,0,23,13,466,7,377,206
2024,"II",FALSE,"Умисне вбивство, ст. 115","115",48,9,0,13,0,125,3,81,46
2024,"II",FALSE,"Умисне вбивство при перевищенні меж необхідної оборони або у разі перевищення заходів, необхідних для затримання злочинця, ст. 118","118",0,0,0,0,0,0,0,0,0
2024,"II",FALSE,"Умисне тяжке тілесне ушкодження, ст. 121","121",24,0,0,0,3,133,1,66,36
2024,"II",FALSE,"Умисне середньої тяжкості тілесне ушкодження, ст. 122","122",12,0,0,0,2,29,0,38,21
2024,"II",FALSE,"Домашнє насильство, ст. 126-1","126-1",1,0,0,0,0,61,0,76,52
2024,"III",TRUE,"Кримінальні правопорушення проти волі, честі та гідності особи (р. IІІ Кримінального кодексу України )",NA,130,75,1,9,0,10,0,24,5
2024,"III",FALSE,"Незаконне позбавлення волі або викрадення людини, ст. 146","146",102,57,1,9,0,10,0,20,5
2024,"III",FALSE,"Насильницьке зникнення, ст. 146-1","146-1",3,0,0,0,0,0,0,0,0
2024,"III",FALSE,"Захоплення заручників, ст. 147","147",0,0,0,0,0,0,0,0,0
2024,"III",FALSE,"Торгівля людьми, ст. 149","149",37,29,0,0,0,0,0,10,0
2024,"IV",TRUE,"Кримінальні правопорушення проти статевої свободи та статевої недоторканості особи (р. IV Кримінального кодексу України )",NA,12,3,0,6,0,25,1,31,13
2024,"IV",FALSE,"Згвалтування, ст. 152","152",10,3,0,6,0,18,0,25,11
2024,"IV",FALSE,"Сексуальне насильство, ст. 153","153",1,0,0,0,0,3,0,2,0
2024,"IV",FALSE,"Розбещення неповнолітніх, ст. 156","156",5,0,0,0,0,3,1,10,2
2024,"V",TRUE,"Кримінальні правопорушення проти виборчих, трудових та інших особистих прав і свобод людини  і громадянина (р. V Кримінального кодексу України )",NA,77,30,8,4,0,11,0,40,22
2024,"V",FALSE,"Порушення рівноправності громадян залежно від їх расової, національної, регіональної належності, релігійних переконань, інвалідності та за іншими ознаками, ст. 161","161",26,3,0,0,0,0,0,3,0
2024,"V",FALSE,"Ухилення від сплати аліментів на утримання дітей, ст. 164*","164",0,0,0,0,0,0,0,7,4
2024,"V",FALSE,"Перешкоджання законній професійній діяльності журналістів, ст. 171*","171",2,0,0,0,0,0,0,0,0
2024,"V",FALSE,"Невиплата заробітної плати, стипендії, пенсії чи інших установлених  законом виплат, ст. 175","175",0,0,0,0,0,0,0,0,0
2024,"V",FALSE,"Порушення авторського права і суміжних прав, ст. 176","176",0,0,0,0,0,0,0,0,0
2024,"V",FALSE,"Порушення прав на винахід, корисну модель, промисловий зразок, топографію інтегральной мікросхеми, сорт рослин, раціоналізаторську пропозицію, ст. 177","177",0,0,0,0,0,0,0,0,0
2024,"VI",TRUE,"Кримінальні правопорушення проти власності (р. VІ Кримінального кодексу України )",NA,1694,787,80,97,34,135,1,1759,1156
2024,"VI",FALSE,"Крадіжка, ст. 185","185",350,93,20,37,16,94,1,1236,866
2024,"VI",FALSE,"Грабіж, ст. 186","186",81,21,3,14,11,19,0,110,81
2024,"VI",FALSE,"Розбій, ст. 187","187",114,46,9,5,9,21,0,62,35
2024,"VI",FALSE,"Вимагання, ст. 189","189",166,93,8,14,0,0,0,59,34
2024,"VI",FALSE,"Шахрайство, ст. 190","190",568,352,48,29,0,6,0,356,212
2024,"VI",FALSE,"Привласнення, розтрата майна або заволодіння ним шляхом зловживання службовим становищем, ст. 191","191",480,240,11,0,0,0,0,35,3
2024,"VI",FALSE,"Умисне знищення або пошкодження майна, ст. 194","194",40,18,1,4,2,4,0,20,10
2024,"VI",FALSE,"Самовільне зайняття земельної ділянки та самовільне будівництво, ст. 197-1","197-1",14,6,0,0,0,0,0,5,1
2024,"VII",TRUE,"Кримінальні правопорушення у сфері господарської діяльності (р. VІІ Кримінального кодексу України )",NA,723,531,57,6,0,0,0,83,35
2024,"VII",FALSE,"Виготовлення, зберігання, придбання, перевезення, пересилання, ввезення в Україну з метою використання при продажу товарів, збуту або збут підроблених грошей, державних цінних паперів, що існують у паперовій формі, білетів державної лотереї, марок акцизного податку чи голографічних захисних елементів, ст.199","199",67,47,6,2,0,0,0,10,3
2024,"VII",FALSE,"Незаконні дії з документами на переказ, платіжними картками та іншими засобами доступу до банківських рахунків, електронними грошима, обладнанням для їх виготовлення, ст. 200","200",8,4,0,0,0,0,0,9,6
2024,"VII",FALSE,"Незаконне використання з метою отримання прибутку гуманітарної допомоги, благодійних пожертв або безоплатної допомоги, ст.201-2","201-2",11,3,0,0,0,0,0,0,0
2024,"VII",FALSE,"Незаконна діяльність з організації або проведення азартних ігор, лотерей, ст.203-2","203-2",149,137,19,0,0,0,0,2,0
2024,"VII",FALSE,"Незаконне виготовлення, зберігання, збут або транспортування з метою збуту підакцизних  товарів, ст. 204","204",165,140,12,5,0,0,0,16,2
2024,"VII",FALSE,"Підроблення документів, які подаються для проведення державної реєстрації юридичної особи та фізичних осіб-підприємців, ст. 205-1","205-1",43,13,5,0,0,0,0,3,2
2024,"VII",FALSE,"Протиправне заволодіння майном підприємства, установи, організації,  ст. 206-2","206-2",46,33,5,0,0,0,0,0,0
2024,"VII",FALSE,"Легалізація (відмивання) майна, одержаного злочинним шляхом, ст. 209","209",266,186,19,0,0,0,0,44,20
2024,"VII",FALSE,"Нецільове використання бюджетних коштів, здійснення видатків бюджету чи надання кредитів з бюджету без встановлених бюджетних призначень або з їх перевищенням, ст. 210","210",0,0,0,0,0,0,0,0,0
2024,"VII",FALSE,"Видання нормативно-правових актів, що зменшують надходження бюджету або збільшують витрати бюджету всупереч закону, ст. 211","211",0,0,0,0,0,0,0,0,0
2024,"VII",FALSE,"Ухилення від сплати податків, зборів (обов'язкових платежів), ст. 212","212",30,12,1,0,0,0,0,0,0
2024,"VII",FALSE,"Порушення порядку здійснення операцій з металобрухтом, ст.213","213",0,0,0,0,0,0,0,1,0
2024,"VII",FALSE,"Доведення банку до неплатоспроможності, ст. 218-1","218-1",0,0,0,0,0,0,0,0,0
2024,"VII",FALSE,"Порушення порядку ведення бази даних про вкладників або порядку формування звітності, ст. 220-1","220-1",0,0,0,0,0,0,0,0,0
