"Year","Chapter","IsChp","Article","Art","FS1","FS2","FS3","FS4","FS5","FS6","FS7","FS8","FS9","FS10","FS11","FS12","FS13","FS14","FS15","FS16","FS17","FS18","FS19","FS20","FS21","FS22","FS23","FS24","FS25"
2020,"I",TRUE,"Злочини проти основ національної безпеки України (р. І Кримінального кодексу України )",NA,250,368,1,0,248,10,0,0,1,17,61,120,26,23,135,104,84,59,0,1,246,2,0,0,0
2020,"I",FALSE,"Дії, спрямовані на насильницьку зміну чи повалення конституційного ладу або на захоплення державної влади, ст. 109","109",20,12,0,0,13,0,0,0,0,1,4,6,0,2,2,6,2,5,0,0,13,0,0,0,0
2020,"I",FALSE,"Посягання на територіальну цілісність і недоторканість України, ст. 110","110",202,28,1,0,190,4,0,0,1,8,45,99,19,18,132,61,80,49,0,0,190,0,0,0,0
2020,"I",FALSE,"Фінансування дій, вчинених з метою насильницької зміни чи повалення конституційного ладу або захоплення державної влади, зміни меж території або державного кордону України, ст. 110-2","110-2",11,1,0,0,5,0,0,0,0,1,2,2,0,0,1,2,1,1,0,1,5,0,0,0,0
2020,"I",FALSE,"Державна зрада, ст. 111","111",31,336,0,0,42,7,0,0,0,7,9,16,6,4,2,33,3,6,0,0,41,1,0,0,0
2020,"I",FALSE,"Посягання на життя державного чи громадського діяча, ст. 112","112",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,"I",FALSE,"Диверсія, ст. 113","113",1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
2020,"I",FALSE,"Шпигунство, ст. 114","114",0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
2020,"I",FALSE,"Перешкоджання законній діяльності Збройних Сил України та інших військових формувань, ст. 114-1","114-1",1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
2020,"II",TRUE,"Кримінальні правопорушення проти життя та здоров'я особи (р. ІІ Кримінального кодексу України )",NA,2144,38,13,0,3365,434,9,39,99,956,1078,840,155,189,363,597,770,1931,57,10,3313,48,4,0,1
